Article Date,Article Title,Organization,City,State,URL,Keywords,Summary
6/30/17 9:30,Jeff Sessions Claims He Will Crack Down On Hate Crimes Against Transgender People,Bustle,New York,New York,https://www.bustle.com/p/jeff-sessions-claims-he-will-crack-down-on-hate-crimes-against-transgender-people-67765,aggressively appropriately attorney crimes gender general hate jeff jones justice killed lgbtq politico rape sessions transgender transgendered washington,"At a summit in Washington, DC on Thursday, Attorney General Jeff Sessions vowed to pursue hate crimes against transgender Americans ""aggressively and appropriately."" According to Politico, he told federal prosecutors, думWe have and will continue to"
6/30/17 11:23,Buckle up: Tighter Mississippi seat belt law,Laredo Morning Times,Laredo,TX,http://www.lmtonline.com/news/article/Buckle-up-Mississippi-State-tightens-up-its-11258824.php,beds belt bill buckle crimes divorce highway_patrol house law miss public safety seat senate suv trucks,"Emily Wagster Pettus, AP	JACKSON, Miss. (AP) дуо A new law in Mississippi requires everyone in a car, truck or SUV to buckle up. And, it will have the practical effect of banning people from riding in the beds of pickup trucks.	Starting Saturday,"
6/30/17 11:33,"Teen girl, younger brother injured in acid attack believed to be hate crime",Springfield News Sun,Springfield,OH,http://www.springfieldnewssun.com/news/crime--law/teen-girl-younger-brother-injured-acid-attack-believed-hate-crime/O2FVlnAHeRB5XRzQ5RlhhI/,acid attack brother girl hoodie masked ponce teen texas wfaa younger acid attack brother girl hoodie masked ponce teen texas wfaa younger,"By Joy Johnston, Cox Media Group National Content Desk	A teenage girl and her younger brother in Texas are recovering after they were victims of an acid attack.	The family believes the attack was racially motivated.	Alma Ponce, 17, and her 8-year-old"
6/30/17 11:56,Student turns racially charged incidents into opportunities,FederalNewsRadio.com,,,https://federalnewsradio.com/sports-news/2017/07/student-turns-racially-charged-incidents-into-opportunities/,american asterisk black dumpson hate incidents mommнВ national noose president school students taylor university wicomico,"By DEBORAH GATES July 1, 2017 9:00 am 9 min read	SALISBURY, Md. (AP) дуо A racial slur by a white student in her middle school classroom might have escaped attention except for one thing: Taylor Dumpson was listening.	What she heard helped shape Dumpson's"
6/30/17 12:18,Seattle student fatally shot by police and 9 other stories you need to know this week,Mic,New York,NY,https://mic.com/articles/181216/seattle-student-fatally-shot-by-police-and-9-other-stories-you-need-to-know-this-week,barrin brunson castile cincinnati dubose fatally justice laquan mcdonald police ray sacramento seattle shooting shot university barrin brunson castile cincinnati dubose fatally justice laquan mcdonald police ray sacramento seattle shooting shot university barrin brunson castile cincinnati dubose fatally justice laquan mcdonald police ray sacramento seattle shooting shot university,by Princess-India Alexander	Protesters hold signs for the death of Sam DuBose protest at the University of Cincinnati campus.	From the the 14th killing of a trans woman of color in 2017 to charges against officers involved in the Laquan McDonald shooting
6/30/17 12:52,Clewiston man sentenced for hate crime,NBC2 News,Fort Myers,FL,http://www.nbc-2.com/story/35790848/clewiston-man-sentenced-for-hate-crime,775085 attorney block charges clewiston crime florida missile office sao state statute summerall throwing victims yelling 775085 attorney block charges clewiston crime florida missile office sao state statute summerall throwing victims yelling 775085 attorney block charges clewiston crime florida missile office sao state statute summerall throwing victims yelling 775085 attorney block charges clewiston crime florida missile office sao state statute summerall throwing victims yelling 775085 attorney block charges clewiston crime florida missile office sao state statute summerall throwing victims yelling 775085 attorney block charges clewiston crime florida missile office sao state statute summerall throwing victims yelling 775085 attorney block charges clewiston crime florida missile office sao state statute summerall throwing victims yelling 775085 attorney block charges clewiston crime florida missile office sao state statute summerall throwing victims yelling 775085 attorney block charges clewiston crime florida missile office sao state statute summerall throwing victims yelling,"A Clewiston man was sentenced to 44 months in prison after his charges were reclassified as a hate crime.	James Summerall, 43, was charged with throwing a deadly missile at a vehicle and assault for an incident that happened in March.	The State Attorney's"
6/30/17 12:52,Was New York Man's Death an Antigay Hate Crime?,Advocate.com,Los Angeles,CA,https://www.advocate.com/crime/2017/6/30/was-new-york-mans-death-antigay-hate-crime,antigay city crime death harris hate hemphill jones journal michael mount police vernon york antigay city crime death harris hate hemphill jones journal michael mount police vernon york antigay city crime death harris hate hemphill jones journal michael mount police vernon york,"By Trudy Ring	After Michael Jones, 35, of Mount Vernon, NY, died this week of head injuries, initial reports raised the possibility that his death was an antigay hate crime дуо but now police are downplaying that theory.	Jones, known to friends and family"
6/30/17 13:38,There Is Absolutely No Excuse for Image Comics',The Mary Sue,New York,NY,https://www.themarysue.com/divided-states-of-hysteria-hate-crime-cover/,bodies brown chaykin comic cover divided howard hugely hysteria image lynching paki pakistan pride spectacle united violence bodies brown chaykin comic cover divided howard hugely hysteria image lynching paki pakistan pride spectacle united violence bodies brown chaykin comic cover divided howard hugely hysteria image lynching paki pakistan pride spectacle united violence,"by Charline Jao | 4:35 pm, June 30th, 2017	We've written about Image Comic's The Divided States of Hysteria series by writer/artist Howard Chaykin before, and their damaging portrayal of violence towards a trans woman. This particular issue happened"
6/30/17 14:45,"Howard Chaykin Under Fire Again For Divided States of Hysteria ""Hate Crime Cover""",Comicbook.com,Nashville,TN,http://comicbook.com/comics/2017/06/30/divided-states-of-hysteria-lynching-cover/,american chaykin comics divided fire howard hysteria image kieran magnett pakistan politics reactionary shiach thr visaggio american chaykin comics divided fire howard hysteria image kieran magnett pakistan politics reactionary shiach thr visaggio american chaykin comics divided fire howard hysteria image kieran magnett pakistan politics reactionary shiach thr visaggio,"The solicited cover for the fourth issue of Howard Chaykin's new Image Comics series The	""So now that liberal-center-left narcissism, with a healthy dose of identity politics, has lost the game to right-wing ignorance and hypocrisy-driven rage, and I find"
6/30/17 15:30,Eric Dreiband picked to lead DOJ's civil rights division дуо here's a look at his record on equality,Mic,New York,NY,https://mic.com/articles/181226/eric-dreiband-picked-to-lead-dojs-civil-rights-division-heres-why-thats-bad-for-social-justice,act civil commission discrimination division dreiband eeoc employment eric general ifill justice nomination president university act civil commission discrimination division dreiband eeoc employment eric general ifill justice nomination president university act civil commission discrimination division dreiband eeoc employment eric general ifill justice nomination president university act civil commission discrimination division dreiband eeoc employment eric general ifill justice nomination president university,"by Aaron Morrison	Eric Dreiband has specialized in representing businesses in litigation over employment discrimination, whistleblower claims, and wage and hour investigations.	Eric Dreiband, a former general counsel of the US Equal Employment Opportunity"
6/30/17 16:34,"Man Slaps Muslim Teen With Bacon, Calls Her 'ISIL Scum'",Carbonated.tv,San Ramon,CA,http://www.carbonated.tv/news/man-in-jail-after-attacking-muslim-teen-with-bacon-calling-her-isil,alex assailant attack bacon bbixb0e3o2 chivers community enfield isil kingdom mother muslim scum teen united alex assailant attack bacon bbixb0e3o2 chivers community enfield isil kingdom mother muslim scum teen united alex assailant attack bacon bbixb0e3o2 chivers community enfield isil kingdom mother muslim scum teen united,"The teen was walking with her mother when the assailant slapped her with bacon, calling her ""ISIL scum."" He's now in jail for this horrific attack.	A thug who filmed himself slapping a Muslim teenage woman in the face with rashers of bacon after shouting"
6/30/17 19:15,Divided States of Hysteria Hate Crime Cover Draws Widespread Criticism,CBR,,,http://www.cbr.com/divided-states-of-hysteria-howard-chaykin-hate-crime-cover-criticism/,cbr chaykin comics cover criticism divided howard hysteria image issue pakistan pride release social,"A recently released cover for Howard Chaykin's creator-owned comics series The Divided States of Hysteria #4, published by Image Comics, has attracted widespread criticism and condemnation for its graphic depiction of a violent hate crime.	The"
6/30/17 19:37,Qur'an Left Desecrated At Mosque During Ramadan,AppsforPCdaily,,,http://appsforpcdaily.com/2017/07/quran-left-desecrated-at-mosque-during-ramadan/,american annur athletica coehlo davis hate islamic lulu lululemon muslim police powell qur quran ramadan sacramento,"According to Sgt. Dan Powell of the Davis Police Department, someone dropped a ""large quantity"" of shredded pages from the Quran outside the Islamic Center of Davis Friday while Muslims were praying inside.	According to the Council on American-Islamic"
